DrainI(1),DrainV(1),GateI(1),GateV(1),IDRAIN(1),IGATE(1),IDMAX(1),RD(1),IGLEAK(1),DrainI(2),DrainV(2),GateI(2),GateV(2),IDRAIN(2),IGATE(2),IDMAX(2),RD(2),IGLEAK(2),DrainI(3),DrainV(3),GateI(3),GateV(3),IDRAIN(3),IGATE(3),IDMAX(3),RD(3),IGLEAK(3),DrainI(4),DrainV(4),GateI(4),GateV(4),IDRAIN(4),IGATE(4),IDMAX(4),RD(4),IGLEAK(4),DrainI(5),DrainV(5),GateI(5),GateV(5),IDRAIN(5),IGATE(5),IDMAX(5),RD(5),IGLEAK(5),DrainI(6),DrainV(6),GateI(6),GateV(6),IDRAIN(6),IGATE(6),IDMAX(6),RD(6),IGLEAK(6),DrainI(7),DrainV(7),GateI(7),GateV(7),IDRAIN(7),IGATE(7),IDMAX(7),RD(7),IGLEAK(7),DrainI(8),DrainV(8),GateI(8),GateV(8),IDRAIN(8),IGATE(8),IDMAX(8),RD(8),IGLEAK(8),DrainI(9),DrainV(9),GateI(9),GateV(9),IDRAIN(9),IGATE(9),IDMAX(9),RD(9),IGLEAK(9),DrainI(10),DrainV(10),GateI(10),GateV(10),IDRAIN(10),IGATE(10),IDMAX(10),RD(10),IGLEAK(10),DrainI(11),DrainV(11),GateI(11),GateV(11),IDRAIN(11),IGATE(11),IDMAX(11),RD(11),IGLEAK(11),DrainI(12),DrainV(12),GateI(12),GateV(12),IDRAIN(12),IGATE(12),IDMAX(12),RD(12),IGLEAK(12),DrainI(13),DrainV(13),GateI(13),GateV(13),IDRAIN(13),IGATE(13),IDMAX(13),RD(13),IGLEAK(13),DrainI(14),DrainV(14),GateI(14),GateV(14),IDRAIN(14),IGATE(14),IDMAX(14),RD(14),IGLEAK(14),DrainI(15),DrainV(15),GateI(15),GateV(15),IDRAIN(15),IGATE(15),IDMAX(15),RD(15),IGLEAK(15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4584E-6,4.5999E+0,-3.8035E-6,-5.0000E+0,32.4089E-3,-76.0709E-3,,3.9122E+6,,1.2957E-6,4.5999E+0,-3.0027E-6,-4.5000E+0,28.7921E-3,-60.0538E-3,,3.5347E+6,,1.1421E-6,4.5999E+0,-2.2605E-6,-4.0000E+0,25.3797E-3,-45.2107E-3,,3.5692E+6,,1.0863E-6,4.5999E+0,-1.5980E-6,-3.5000E+0,24.1398E-3,-31.9609E-3,,38.4389E+6,,1.4565E-3,4.5999E+0,-1.3255E-6,-3.0000E+0,32.3656E+0,-26.5101E-3,,3.8913E+3,,8.6395E-3,4.6000E+0,-931.3626E-9,-2.5000E+0,191.9869E+0,-18.6273E-3,,1.6897E+3,,16.8285E-3,4.5999E+0,-595.9264E-9,-2.0000E+0,373.9627E+0,-11.9185E-3,,2.3953E+3,,24.6861E-3,4.5999E+0,-377.8914E-9,-1.5000E+0,548.5741E+0,-7.5578E-3,,3.3387E+3,,32.1380E-3,4.6000E+0,-235.3318E-9,-1.0000E+0,714.1701E+0,-4.7066E-3,,29.1649E+3,,39.0706E-3,4.6000E+0,-268.8739E-9,-500.0000E-3,868.2270E+0,-5.3775E-3,,-43.7221E+3,,45.3460E-3,4.6000E+0,-294.0324E-9,000.0000E+0,1.0077E+3,-5.8806E-3,,58.8991E+3,,50.8467E-3,4.6000E+0,-197.5932E-9,500.0000E-3,1.1299E+3,-3.9519E-3,,8.1313E+3,,55.4981E-3,4.6000E+0,-138.8944E-9,1.0000E+0,1.2333E+3,-2.7779E-3,,1.8951E+3,,58.9770E-3,4.6000E+0,-361.1203E-9,1.5000E+0,1.3106E+3,-7.2224E-3,,561.7319E+0,,61.0952E-3,4.6000E+0,-407.2426E-9,2.0000E+0,1.3577E+3,-8.1449E-3,,342.4718E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4824E-6,4.7000E+0,-3.8245E-6,-5.0000E+0,32.9421E-3,-76.4902E-3,,4.1743E+6,,1.3176E-6,4.7000E+0,-3.0740E-6,-4.5000E+0,29.2804E-3,-61.4794E-3,,4.5583E+6,,1.1643E-6,4.7000E+0,-2.2270E-6,-4.0000E+0,25.8734E-3,-44.5398E-3,,4.5078E+6,,1.1060E-6,4.7000E+0,-1.6442E-6,-3.5000E+0,24.5774E-3,-32.8833E-3,,5.0855E+6,,1.4777E-3,4.7001E+0,-1.3465E-6,-3.0000E+0,32.8378E+0,-26.9293E-3,,4.7139E+3,,8.7012E-3,4.7002E+0,-956.5210E-9,-2.5000E+0,193.3576E+0,-19.1304E-3,,1.6238E+3,,16.8656E-3,4.7001E+0,-574.9625E-9,-2.0000E+0,374.7877E+0,-11.4993E-3,,2.6977E+3,,24.7157E-3,4.7001E+0,-432.4011E-9,-1.5000E+0,549.2316E+0,-8.6480E-3,,3.3854E+3,,32.1444E-3,4.7001E+0,-314.9980E-9,-1.0000E+0,714.3127E+0,-6.3000E-3,,15.6037E+3,,39.0680E-3,4.7001E+0,-319.1890E-9,-500.0000E-3,868.1687E+0,-6.3838E-3,,-38.1907E+3,,45.3460E-3,4.7001E+0,-247.9101E-9,000.0000E+0,1.0077E+3,-4.9582E-3,,-1.3443E+6,,50.8555E-3,4.7001E+0,-193.4022E-9,500.0000E-3,1.1301E+3,-3.8680E-3,,11.3827E+3,,55.5385E-3,4.7002E+0,-185.0149E-9,1.0000E+0,1.2342E+3,-3.7003E-3,,2.4773E+3,,59.1213E-3,4.7002E+0,-361.1203E-9,1.5000E+0,1.3138E+3,-7.2224E-3,,694.2108E+0,,61.3595E-3,4.7002E+0,-331.7691E-9,2.0000E+0,1.3635E+3,-6.6354E-3,,379.0480E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5044E-6,4.8001E+0,-3.8119E-6,-5.0000E+0,33.4316E-3,-76.2386E-3,,4.5446E+6,,1.3461E-6,4.8001E+0,-3.0824E-6,-4.5000E+0,29.9135E-3,-61.6471E-3,,3.5134E+6,,1.1875E-6,4.8001E+0,-2.3025E-6,-4.0000E+0,26.3892E-3,-46.0492E-3,,4.3126E+6,,1.1342E-6,4.8001E+0,-1.6903E-6,-3.5000E+0,25.2038E-3,-33.8058E-3,,3.5512E+6,,1.5023E-3,4.8002E+0,-1.3632E-6,-3.0000E+0,33.3840E+0,-27.2648E-3,,4.0724E+3,,8.7679E-3,4.8003E+0,-998.4524E-9,-2.5000E+0,194.8413E+0,-19.9690E-3,,1.4992E+3,,16.9072E-3,4.8002E+0,-574.9625E-9,-2.0000E+0,375.7116E+0,-11.4993E-3,,2.4076E+3,,24.7441E-3,4.8002E+0,-478.5234E-9,-1.5000E+0,549.8644E+0,-9.5705E-3,,3.5147E+3,,32.1525E-3,4.8002E+0,-256.2956E-9,-1.0000E+0,714.4935E+0,-5.1259E-3,,12.3034E+3,,39.0646E-3,4.8002E+0,-298.2251E-9,-500.0000E-3,868.0938E+0,-5.9645E-3,,-29.6910E+3,,45.3428E-3,4.8002E+0,-285.6468E-9,000.0000E+0,1.0076E+3,-5.7129E-3,,-31.7262E+3,,50.8610E-3,4.8002E+0,-172.4366E-9,500.0000E-3,1.1302E+3,-3.4487E-3,,18.3898E+3,,55.5682E-3,4.8003E+0,-172.4366E-9,1.0000E+0,1.2348E+3,-3.4487E-3,,3.3727E+3,,59.2426E-3,4.8003E+0,-369.5059E-9,1.5000E+0,1.3165E+3,-7.3901E-3,,825.3944E+0,,61.5948E-3,4.8003E+0,-302.4197E-9,2.0000E+0,1.3688E+3,-6.0484E-3,,425.3193E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5274E-6,4.9000E+0,-3.8622E-6,-5.0000E+0,33.9417E-3,-77.2449E-3,,4.3499E+6,,1.3733E-6,4.9000E+0,-3.0907E-6,-4.5000E+0,30.5182E-3,-61.8148E-3,,3.6690E+6,,1.2103E-6,4.9000E+0,-2.2899E-6,-4.0000E+0,26.8956E-3,-45.7977E-3,,4.3810E+6,,1.1669E-6,4.9000E+0,-1.7196E-6,-3.5000E+0,25.9303E-3,-34.3928E-3,,3.0538E+6,,1.5285E-3,4.9000E+0,-1.4052E-6,-3.0000E+0,33.9665E+0,-28.1034E-3,,3.8092E+3,,8.8383E-3,4.9001E+0,-969.1012E-9,-2.5000E+0,196.4044E+0,-19.3820E-3,,1.4196E+3,,16.9468E-3,4.9000E+0,-591.7318E-9,-2.0000E+0,376.5925E+0,-11.8346E-3,,2.5185E+3,,24.7682E-3,4.9000E+0,-461.7523E-9,-1.5000E+0,550.3999E+0,-9.2350E-3,,4.1438E+3,,32.1670E-3,4.9000E+0,-306.6107E-9,-1.0000E+0,714.8145E+0,-6.1322E-3,,6.9127E+3,,39.0640E-3,4.9001E+0,-319.1890E-9,-500.0000E-3,868.0792E+0,-6.3838E-3,,-151.4204E+3,,45.3408E-3,4.9001E+0,-264.6811E-9,000.0000E+0,1.0076E+3,-5.2936E-3,,-49.4439E+3,,50.8639E-3,4.9001E+0,-201.7878E-9,500.0000E-3,1.1303E+3,-4.0358E-3,,33.7139E+3,,55.5937E-3,4.9001E+0,-109.5432E-9,1.0000E+0,1.2354E+3,-2.1909E-3,,3.9039E+3,,59.3382E-3,4.9001E+0,-302.4197E-9,1.5000E+0,1.3186E+3,-6.0484E-3,,1.0442E+3,,61.8046E-3,4.9001E+0,-327.5763E-9,2.0000E+0,1.3734E+3,-6.5515E-3,,475.9644E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5540E-6,5.0001E+0,-3.8916E-6,-5.0000E+0,34.5329E-3,-77.8319E-3,,3.7652E+6,,1.3965E-6,5.0002E+0,-3.0991E-6,-4.5000E+0,31.0326E-3,-61.9825E-3,,4.3286E+6,,1.2389E-6,5.0001E+0,-2.3402E-6,-4.0000E+0,27.5314E-3,-46.8040E-3,,3.5017E+6,,1.1945E-6,5.0001E+0,-1.7029E-6,-3.5000E+0,26.5434E-3,-34.0574E-3,,3.6311E+6,,1.5595E-3,5.0002E+0,-1.4219E-6,-3.0000E+0,34.6557E+0,-28.4388E-3,,3.2301E+3,,8.9138E-3,5.0003E+0,-1.0362E-6,-2.5000E+0,198.0818E+0,-20.7237E-3,,1.3271E+3,,16.9878E-3,5.0002E+0,-612.6975E-9,-2.0000E+0,377.5037E+0,-12.2539E-3,,2.4433E+3,,24.7909E-3,5.0002E+0,-419.8209E-9,-1.5000E+0,550.9035E+0,-8.3964E-3,,4.4202E+3,,32.1841E-3,5.0002E+0,-348.5402E-9,-1.0000E+0,715.1953E+0,-6.9708E-3,,5.8462E+3,,39.0593E-3,5.0002E+0,-264.6811E-9,-500.0000E-3,867.9767E+0,-5.2936E-3,,-21.7208E+3,,45.3354E-3,5.0003E+0,-260.4902E-9,000.0000E+0,1.0074E+3,-5.2098E-3,,-18.4965E+3,,50.8645E-3,5.0003E+0,-176.6293E-9,500.0000E-3,1.1303E+3,-3.5326E-3,,169.1355E+3,,55.6099E-3,5.0003E+0,-151.4727E-9,1.0000E+0,1.2358E+3,-3.0295E-3,,6.1881E+3,,59.4139E-3,5.0003E+0,-398.8571E-9,1.5000E+0,1.3203E+3,-7.9771E-3,,1.3227E+3,,61.9892E-3,5.0003E+0,-344.3492E-9,2.0000E+0,1.3775E+3,-6.8870E-3,,542.4882E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5763E-6,5.1003E+0,-3.9168E-6,-5.0000E+0,35.0296E-3,-78.3351E-3,,4.4819E+6,,1.4162E-6,5.1003E+0,-3.0991E-6,-4.5000E+0,31.4716E-3,-61.9825E-3,,5.0703E+6,,1.2683E-6,5.1003E+0,-2.4073E-6,-4.0000E+0,28.1834E-3,-48.1457E-3,,3.4149E+6,,1.2100E-6,5.1003E+0,-1.7280E-6,-3.5000E+0,26.8896E-3,-34.5605E-3,,6.4312E+6,,1.5902E-3,5.1004E+0,-1.4303E-6,-3.0000E+0,35.3383E+0,-28.6065E-3,,3.2618E+3,,8.9828E-3,5.1005E+0,-1.0991E-6,-2.5000E+0,199.6154E+0,-21.9817E-3,,1.4517E+3,,17.0312E-3,5.1004E+0,-667.2071E-9,-2.0000E+0,378.4670E+0,-13.3441E-3,,2.3110E+3,,24.8124E-3,5.1004E+0,-486.9089E-9,-1.5000E+0,551.3817E+0,-9.7382E-3,,4.6553E+3,,32.2010E-3,5.1004E+0,-294.0324E-9,-1.0000E+0,715.5696E+0,-5.8806E-3,,5.9468E+3,,39.0563E-3,5.1004E+0,-294.0324E-9,-500.0000E-3,867.9087E+0,-5.8806E-3,,-32.7580E+3,,45.3303E-3,5.1004E+0,-281.4540E-9,000.0000E+0,1.0073E+3,-5.6291E-3,,-19.6298E+3,,50.8623E-3,5.1005E+0,-210.1733E-9,500.0000E-3,1.1303E+3,-4.2035E-3,,-45.5071E+3,,55.6242E-3,5.1005E+0,-159.8582E-9,1.0000E+0,1.2361E+3,-3.1972E-3,,7.0269E+3,,59.4737E-3,5.1005E+0,-361.1203E-9,1.5000E+0,1.3216E+3,-7.2224E-3,,1.6764E+3,,62.1488E-3,5.1005E+0,-314.9980E-9,2.0000E+0,1.3811E+3,-6.3000E-3,,627.9870E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6039E-6,5.2005E+0,-3.9419E-6,-5.0000E+0,35.6415E-3,-78.8383E-3,,3.6384E+6,,1.4449E-6,5.2005E+0,-3.1788E-6,-4.5000E+0,32.1090E-3,-63.5759E-3,,3.4927E+6,,1.2976E-6,5.2005E+0,-2.4283E-6,-4.0000E+0,28.8353E-3,-48.5651E-3,,3.4148E+6,,1.2353E-6,5.2005E+0,-1.7029E-6,-3.5000E+0,27.4502E-3,-34.0574E-3,,3.9711E+6,,1.6186E-3,5.2005E+0,-1.4932E-6,-3.0000E+0,35.9683E+0,-29.8644E-3,,3.5335E+3,,9.0706E-3,5.2005E+0,-1.0907E-6,-2.5000E+0,201.5671E+0,-21.8139E-3,,1.1392E+3,,17.0747E-3,5.2006E+0,-692.3638E-9,-2.0000E+0,379.4337E+0,-13.8473E-3,,2.3030E+3,,24.8347E-3,5.2006E+0,-482.7161E-9,-1.5000E+0,551.8764E+0,-9.6543E-3,,4.5007E+3,,32.2192E-3,5.2006E+0,-302.4197E-9,-1.0000E+0,715.9762E+0,-6.0484E-3,,5.4762E+3,,39.0553E-3,5.2006E+0,-285.6468E-9,-500.0000E-3,867.8876E+0,-5.7129E-3,,-105.4569E+3,,45.3230E-3,5.2006E+0,-277.2595E-9,000.0000E+0,1.0072E+3,-5.5452E-3,,-13.8547E+3,,50.8610E-3,5.2006E+0,-285.6468E-9,500.0000E-3,1.1302E+3,-5.7129E-3,,-77.7204E+3,,55.6327E-3,5.2006E+0,-147.2781E-9,1.0000E+0,1.2363E+3,-2.9456E-3,,11.7948E+3,,59.5213E-3,5.2007E+0,-277.2595E-9,1.5000E+0,1.3227E+3,-5.5452E-3,,2.1022E+3,,62.2846E-3,5.2007E+0,-340.1565E-9,2.0000E+0,1.3841E+3,-6.8031E-3,,737.7126E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6210E-6,5.3003E+0,-3.9755E-6,-5.0000E+0,36.0208E-3,-79.5091E-3,,5.8487E+6,,1.4672E-6,5.3003E+0,-3.1788E-6,-4.5000E+0,32.6034E-3,-63.5759E-3,,4.4873E+6,,1.3102E-6,5.3003E+0,-2.4366E-6,-4.0000E+0,29.1146E-3,-48.7328E-3,,7.9422E+6,,1.2641E-6,5.3004E+0,-1.7448E-6,-3.5000E+0,28.0916E-3,-34.8960E-3,,3.4595E+6,,1.6511E-3,5.3004E+0,-1.5016E-6,-3.0000E+0,36.6912E+0,-30.0321E-3,,3.0686E+3,,9.1412E-3,5.3004E+0,-1.0530E-6,-2.5000E+0,203.1347E+0,-21.0592E-3,,1.4152E+3,,17.1181E-3,5.3004E+0,-642.0487E-9,-2.0000E+0,380.3985E+0,-12.8410E-3,,2.2991E+3,,24.8555E-3,5.3004E+0,-574.9625E-9,-1.5000E+0,552.3400E+0,-11.4993E-3,,4.7852E+3,,32.2351E-3,5.3004E+0,-335.9619E-9,-1.0000E+0,716.3290E+0,-6.7192E-3,,6.2873E+3,,39.0564E-3,5.3004E+0,-264.6811E-9,-500.0000E-3,867.9109E+0,-5.2936E-3,,95.3614E+3,,45.3148E-3,5.3005E+0,-319.1890E-9,000.0000E+0,1.0070E+3,-6.3838E-3,,-12.0925E+3,,50.8548E-3,5.3005E+0,-256.2956E-9,500.0000E-3,1.1301E+3,-5.1259E-3,,-16.0468E+3,,55.6373E-3,5.3005E+0,-147.2781E-9,1.0000E+0,1.2364E+3,-2.9456E-3,,21.3864E+3,,59.5587E-3,5.3005E+0,-294.0324E-9,1.5000E+0,1.3235E+3,-5.8806E-3,,2.6753E+3,,62.3978E-3,5.3005E+0,-386.2770E-9,2.0000E+0,1.3866E+3,-7.7255E-3,,881.5200E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6513E-6,5.4005E+0,-3.9838E-6,-5.0000E+0,36.6958E-3,-79.6768E-3,,3.2984E+6,,1.4954E-6,5.4005E+0,-3.2081E-6,-4.5000E+0,33.2311E-3,-64.1629E-3,,3.5469E+6,,1.3358E-6,5.4005E+0,-2.3779E-6,-4.0000E+0,29.6836E-3,-47.5587E-3,,3.9129E+6,,1.3091E-6,5.4005E+0,-1.7700E-6,-3.5000E+0,29.0919E-3,-35.3991E-3,,2.2247E+6,,1.6867E-3,5.4006E+0,-1.5184E-6,-3.0000E+0,37.4825E+0,-30.3676E-3,,2.8134E+3,,9.2058E-3,5.4006E+0,-1.0194E-6,-2.5000E+0,204.5715E+0,-20.3883E-3,,1.5493E+3,,17.1616E-3,5.4006E+0,-646.2415E-9,-2.0000E+0,381.3657E+0,-12.9248E-3,,2.3019E+3,,24.8774E-3,5.4006E+0,-524.6457E-9,-1.5000E+0,552.8249E+0,-10.4929E-3,,4.5906E+3,,32.2469E-3,5.4006E+0,-377.8914E-9,-1.0000E+0,716.5899E+0,-7.5578E-3,,8.5325E+3,,39.0576E-3,5.4006E+0,-273.0685E-9,-500.0000E-3,867.9377E+0,-5.4614E-3,,83.0029E+3,,45.3078E-3,5.4006E+0,-277.2595E-9,000.0000E+0,1.0068E+3,-5.5452E-3,,-14.3662E+3,,50.8485E-3,5.4007E+0,-143.0853E-9,500.0000E-3,1.1300E+3,-2.8617E-3,,-15.8852E+3,,55.6407E-3,5.4007E+0,-189.2095E-9,1.0000E+0,1.2364E+3,-3.7842E-3,,29.9474E+3,,59.5899E-3,5.4007E+0,-335.9619E-9,1.5000E+0,1.3242E+3,-6.7192E-3,,3.2061E+3,,62.4927E-3,5.4007E+0,-361.1203E-9,2.0000E+0,1.3887E+3,-7.2224E-3,,1.0560E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6676E-6,5.5006E+0,-3.9084E-6,-5.0000E+0,37.0563E-3,-78.1674E-3,,6.1677E+6,,1.5177E-6,5.5006E+0,-3.1578E-6,-4.5000E+0,33.7261E-3,-63.1565E-3,,4.4914E+6,,1.3615E-6,5.5006E+0,-2.4199E-6,-4.0000E+0,30.2542E-3,-48.3973E-3,,3.8968E+6,,1.3365E-6,5.5006E+0,-1.8496E-6,-3.5000E+0,29.7007E-3,-36.9925E-3,,3.6529E+6,,1.7235E-3,5.5006E+0,-1.5645E-6,-3.0000E+0,38.3000E+0,-31.2900E-3,,2.7202E+3,,9.2738E-3,5.5006E+0,-1.0823E-6,-2.5000E+0,206.0834E+0,-21.6462E-3,,1.4707E+3,,17.2057E-3,5.5006E+0,-704.9439E-9,-2.0000E+0,382.3461E+0,-14.0989E-3,,2.2679E+3,,24.9015E-3,5.5006E+0,-457.5577E-9,-1.5000E+0,553.3609E+0,-9.1512E-3,,4.1481E+3,,32.2577E-3,5.5007E+0,-382.0860E-9,-1.0000E+0,716.8316E+0,-7.6417E-3,,9.2006E+3,,39.0650E-3,5.5007E+0,-231.1390E-9,-500.0000E-3,868.1033E+0,-4.6228E-3,,13.4230E+3,,45.2993E-3,5.5007E+0,-331.7691E-9,000.0000E+0,1.0066E+3,-6.6354E-3,,-11.7589E+3,,50.8422E-3,5.5007E+0,-180.8239E-9,500.0000E-3,1.1298E+3,-3.6165E-3,,-15.7897E+3,,55.6415E-3,5.5007E+0,-151.4727E-9,1.0000E+0,1.2365E+3,-3.0295E-3,,117.2843E+3,,59.6119E-3,5.5007E+0,-361.1203E-9,1.5000E+0,1.3247E+3,-7.2224E-3,,4.5502E+3,,62.5725E-3,5.5007E+0,-373.6986E-9,2.0000E+0,1.3905E+3,-7.4740E-3,,1.2537E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6846E-6,5.6003E+0,-3.9838E-6,-5.0000E+0,37.4351E-3,-79.6768E-3,,5.8486E+6,,1.5459E-6,5.6003E+0,-3.2417E-6,-4.5000E+0,34.3522E-3,-64.8337E-3,,3.5384E+6,,1.3826E-6,5.6003E+0,-2.4995E-6,-4.0000E+0,30.7242E-3,-49.9906E-3,,4.7141E+6,,1.3577E-6,5.6003E+0,-1.8874E-6,-3.5000E+0,30.1710E-3,-37.7472E-3,,4.7113E+6,,1.7579E-3,5.6003E+0,-1.5561E-6,-3.0000E+0,39.0639E+0,-31.1223E-3,,2.9000E+3,,9.3383E-3,5.6003E+0,-1.1075E-6,-2.5000E+0,207.5146E+0,-22.1494E-3,,1.5481E+3,,17.2478E-3,5.6003E+0,-683.9800E-9,-2.0000E+0,383.2802E+0,-13.6796E-3,,2.3719E+3,,24.9274E-3,5.6003E+0,-533.0330E-9,-1.5000E+0,553.9375E+0,-10.6607E-3,,3.8428E+3,,32.2672E-3,5.6004E+0,-386.2770E-9,-1.0000E+0,717.0419E+0,-7.7255E-3,,10.5330E+3,,39.0735E-3,5.6004E+0,-335.9619E-9,-500.0000E-3,868.2921E+0,-6.7192E-3,,11.7382E+3,,45.2898E-3,5.6004E+0,-285.6468E-9,000.0000E+0,1.0064E+3,-5.7129E-3,,-10.5119E+3,,50.8327E-3,5.6004E+0,-189.2095E-9,500.0000E-3,1.1296E+3,-3.7842E-3,,-10.5895E+3,,55.6386E-3,5.6004E+0,-205.9805E-9,1.0000E+0,1.2364E+3,-4.1196E-3,,-33.7479E+3,,59.6266E-3,5.6004E+0,-361.1203E-9,1.5000E+0,1.3250E+3,-7.2224E-3,,6.7774E+3,,62.6356E-3,5.6004E+0,-386.2770E-9,2.0000E+0,1.3919E+3,-7.7255E-3,,1.5796E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7067E-6,5.7003E+0,-4.0258E-6,-5.0000E+0,37.9274E-3,-80.5154E-3,,4.5157E+6,,1.5716E-6,5.7003E+0,-3.2249E-6,-4.5000E+0,34.9239E-3,-64.4983E-3,,3.8889E+6,,1.4030E-6,5.7003E+0,-2.5373E-6,-4.0000E+0,31.1764E-3,-50.7454E-3,,4.9158E+6,,1.3743E-6,5.7003E+0,-1.8664E-6,-3.5000E+0,30.5397E-3,-37.3279E-3,,6.0298E+6,,1.7937E-3,5.7004E+0,-1.5184E-6,-3.0000E+0,39.8587E+0,-30.3676E-3,,2.7971E+3,,9.3996E-3,5.7004E+0,-1.0907E-6,-2.5000E+0,208.8770E+0,-21.8139E-3,,1.6317E+3,,17.2917E-3,5.7004E+0,-679.7854E-9,-2.0000E+0,384.2560E+0,-13.5957E-3,,2.2781E+3,,24.9540E-3,5.7004E+0,-549.8023E-9,-1.5000E+0,554.5268E+0,-10.9960E-3,,3.7723E+3,,32.2769E-3,5.7004E+0,-394.6643E-9,-1.0000E+0,717.2575E+0,-7.8933E-3,,10.3121E+3,,39.0817E-3,5.7004E+0,-394.6643E-9,-500.0000E-3,868.4739E+0,-7.8933E-3,,12.2278E+3,,45.2798E-3,5.7004E+0,-281.4540E-9,000.0000E+0,1.0062E+3,-5.6291E-3,,-9.9825E+3,,50.8233E-3,5.7004E+0,-222.7516E-9,500.0000E-3,1.1294E+3,-4.4550E-3,,-10.5769E+3,,55.6355E-3,5.7005E+0,-210.1733E-9,1.0000E+0,1.2363E+3,-4.2035E-3,,-32.8320E+3,,59.6396E-3,5.7005E+0,-356.9276E-9,1.5000E+0,1.3253E+3,-7.1386E-3,,7.7270E+3,,62.6879E-3,5.7005E+0,-365.3131E-9,2.0000E+0,1.3931E+3,-7.3063E-3,,1.9132E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
